ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0.322265625
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.322265625
ch0=,0,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.4833984375,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0,mV/W*m-2 ch1=,-0.322265625
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,-0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-14.82421875
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.322265625
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.322265625,mV/W*m-2 ch1=,-0.1611328125
ch0=,0.322265625,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0
ch0=,0.1611328125,mV/W*m-2 ch1=,0.1611328125
ch0=,0.1611328125,mV/W*m-2 ch1=,-0.1611328125
